title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,magnitude_scaled,depth_scaled,geo_cluster,location_risk_score,alert_encoded
"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,03-04-2017 17:40,7,8,green,0,1297,us,0,2.36,15.0,mww,29.0,-22.6784,25.1558,"Moijabana, Botswana",Africa,Botswana,-0.9907828640760169,-0.34174099097121113,9,7.005263157894737,0
"M 6.6 - 81 km NNE of Ust’-Kamchatsk Staryy, Russia",6.6,29-03-2017 04:09,6,7,yellow,1,671,us,0,4.591,14.0,mww,17.0,56.9401,162.786,"Ust’-Kamchatsk Staryy, Russia",Asia,Russia,-0.7661793739010858,-0.42921138412689214,7,6.983076923076924,4
M 6.9 - south of the Fiji Islands,6.9,24-02-2017 17:28,2,3,green,1,733,us,0,6.012,19.0,mww,414.5,-23.2593,-178.804,the Fiji Islands,,,-0.09236890337628839,2.4682453891550407,3,6.9511111111111115,0
"M 6.5 - 41 km E of Padilla, Bolivia",6.5,21-02-2017 14:09,3,3,green,0,653,us,0,4.242,14.0,mww,595.98,-19.2814,-63.9047,"Padilla, Bolivia",South America,Bolivia,-0.9907828640760169,3.791089301646123,4,6.97625,0
"M 6.5 - 11 km N of Mabua, Philippines",6.5,10-02-2017 14:03,8,7,yellow,1,718,us,0,2.822,36.0,mww,15.0,9.9071,125.452,"Mabua, Philippines",,Philippines,-0.9907828640760169,-0.4437897829861723,2,6.878813559322034,4
"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,22-01-2017 04:30,9,7,yellow,1,987,us,0,3.625,9.0,mww,135.0,-6.2464,155.172,"Panguna, Papua New Guinea",,Papua New Guinea,2.153665998373031,0.43091414857063765,5,6.913736263736263,4
"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,19-01-2017 23:04,6,6,green,1,654,us,0,1.64,21.0,mww,36.0,-10.3506,161.335,"Kirakira, Solomon Islands",,Solomon Islands,-0.9907828640760169,-0.2907165949637306,5,6.913736263736263,0
"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,10-01-2017 06:13,6,3,green,1,849,us,0,3.813,18.0,mww,627.17,4.4782,122.617,"Tabiauan, Philippines",,,0.8060450573234381,4.018439431856597,2,6.878813559322034,0
"M 6.9 - 225 km SW of Nadi, Fiji",6.9,03-01-2017 21:52,6,4,green,1,742,us,0,2.495,13.0,mww,12.0,-19.3733,176.052,"Nadi, Fiji",,,-0.09236890337628839,-0.46565738127509254,5,6.913736263736263,0
"M 7.6 - 41 km SW of Quellón, Chile",7.6,25-12-2016 14:22,9,8,yellow,1,1152,us,0,0.355,29.0,mww,38.0,-43.4064,-73.9413,"Quellón, Chile",South America,Chile,1.4798555278482335,-0.2761381961044504,4,6.97625,4
"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,21-12-2016 00:17,5,5,green,0,726,us,0,3.38,17.0,mww,152.0,-7.5082,127.921,"Lospalos, Timor Leste",,Indonesia,-0.5415758837261526,0.554830538874519,2,6.878813559322034,0
"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,17-12-2016 10:51,9,7,yellow,1,972,us,0,1.389,13.0,mww,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",,Papua New Guinea,2.153665998373031,0.13599313964739992,5,6.913736263736263,4
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,09-12-2016 19:10,8,6,green,1,737,us,0,1.747,26.0,mww,19.73,-10.749,161.132,"Kirakira, Solomon Islands",,,-0.09236890337628839,-0.4093118696839747,5,6.913736263736263,0
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,08-12-2016 21:56,0,5,green,0,650,us,0,1.937,18.0,mww,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",,,-0.9907828640760169,-0.46376218942338615,5,6.913736263736263,0
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,08-12-2016 17:38,9,8,green,1,961,us,0,1.836,13.0,mww,40.0,-10.6812,161.327,"Kirakira, Solomon Islands",,Solomon Islands,1.9290625081980977,-0.26155979724517026,5,6.913736263736263,0
"M 6.6 - 164 km W of Ferndale, California",6.6,08-12-2016 14:49,5,4,green,1,1120,us,0,1.405,55.0,mww,8.45,40.4535,-126.194,"Ferndale, California",,,-0.7661793739010858,-0.4915340392503148,6,6.941860465116279,0
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,06-12-2016 22:03,9,8,yellow,0,731,us,0,0.778,27.0,mww,13.0,5.2834,96.1678,"Reuleuet, Indonesia",,Indonesia,-0.9907828640760169,-0.45836818184545247,8,7.034831460674158,4
"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,25-11-2016 14:24,8,7,green,0,693,us,0,1.697,20.0,mww,17.0,39.2732,73.9776,"Murghob, Tajikistan",Asia,People's Republic of China,-0.7661793739010858,-0.42921138412689214,0,6.866666666666667,0
"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,24-11-2016 18:43,5,4,green,1,855,us,0,1.796,20.0,mww,10.0,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",,,-0.09236890337628839,-0.48023578013437274,1,6.9223684210526315,0
"M 6.9 - 35 km ESE of Namie, Japan",6.9,21-11-2016 20:59,9,6,green,1,1144,us,0,0.671,10.0,mww,9.0,37.3931,141.387,"Namie, Japan",Asia,,-0.09236890337628839,-0.4875249795640128,7,6.983076923076924,0
"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,14-11-2016 00:34,7,7,yellow,1,664,us,0,0.283,56.0,mww,9.0,-42.6058,173.254,"Amberley, New Zealand",,New Zealand,-0.9907828640760169,-0.4875249795640128,5,6.913736263736263,4
"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,13-11-2016 11:32,6,7,yellow,1,656,us,0,0.135,58.0,mww,10.0,-42.3205,173.669,"Blenheim, New Zealand",,New Zealand,-0.9907828640760169,-0.48023578013437274,5,6.913736263736263,4
"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,13-11-2016 11:02,9,9,orange,1,1545,us,0,0.481,21.0,mww,15.11,-42.7373,173.054,"Amberley, New Zealand",,New Zealand,1.9290625081980977,-0.4429879710489119,5,6.913736263736263,1
"M 6.6 - 5 km ESE of Preci, Italy",6.6,30-10-2016 06:40,9,8,red,0,2840,us,0,0.174,25.0,mww,8.0,42.8621,13.0961,"Preci, Italy",Europe,Italy,-0.7661793739010858,-0.4948141789936529,0,6.866666666666667,2
"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,19-10-2016 00:26,3,3,green,0,677,us,0,2.022,16.0,mww,614.0,-4.8626,108.163,"Pamanukan, Indonesia",,Indonesia,-0.7661793739010858,3.9224406753682373,8,7.034831460674158,0
"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,17-10-2016 06:14,3,6,green,1,716,us,0,3.727,11.0,mww,42.0,-6.0033,148.887,"Kandrian, Papua New Guinea",,Papua New Guinea,-0.31697239355122153,-0.24698139838589006,5,6.913736263736263,0
M 6.9 - Fiji region,6.9,24-09-2016 21:28,2,3,green,1,733,us,0,4.051,9.0,mww,596.4,-19.7819,-178.244,Fiji region,,Fiji,-0.09236890337628839,3.7941507654065716,3,6.9511111111111115,0
"M 7.0 - 175 km NE of Gisborne, New Zealand",7.0,01-09-2016 16:37,5,6,green,1,897,us,0,0.698,21.0,mww,19.0,-37.3586,179.146,"Gisborne, New Zealand",,,0.13223458679864272,-0.414632985267612,5,6.913736263736263,0
"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,31-08-2016 03:11,4,3,green,1,713,us,0,0.803,12.0,mww,476.0,-3.6849,152.792,"Rabaul, Papua New Guinea",,Papua New Guinea,-0.31697239355122153,2.9165311540779055,5,6.913736263736263,0
"M 6.8 - 26 km W of Chauk, Myanmar",6.8,24-08-2016 10:34,6,6,yellow,0,981,us,0,1.802,17.0,mww,82.0,20.9228,94.569,"Chauk, Myanmar",Asia,Myanmar,-0.31697239355122153,0.04458657879971325,8,7.034831460674158,4
M 7.2 - southeast of the Loyalty Islands,7.2,12-08-2016 01:26,6,5,green,1,799,us,0,4.823,14.0,mww,16.37,-22.4765,173.117,the Loyalty Islands,,,0.581441567148507,-0.43380357976756534,5,6.913736263736263,0
"M 7.7 - Pagan region, Northern Mariana Islands",7.7,29-07-2016 21:18,5,6,green,1,971,us,0,3.294,14.0,mww,196.0,18.5429,145.507,"Pagan region, Northern Mariana Islands",,,1.7044590180231667,0.8755553137786827,7,6.983076923076924,0
"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,01-06-2016 22:56,4,6,green,0,671,us,0,2.435,16.0,mww,50.0,-2.0967,100.665,"Sungai Penuh, Indonesia",,Indonesia,-0.7661793739010858,-0.1886678029487694,8,7.034831460674158,0
M 7.2 - South Sandwich Islands region,7.2,28-05-2016 09:46,1,6,green,1,798,us,0,5.803,24.0,mww,78.0,-56.2409,-26.9353,South Sandwich Islands region,,,0.581441567148507,0.015429781081152914,9,7.005263157894737,0
M 6.9 - ,6.9,28-05-2016 05:38,3,3,green,1,733,us,0,5.485,19.0,mww,405.69,-21.9724,-178.204,,,,-0.09236890337628839,2.4040275421799118,3,6.9511111111111115,0
"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,18-05-2016 16:46,8,7,green,1,780,us,0,1.192,17.0,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",South America,Ecuador,-0.09236890337628839,-0.33481625151305305,1,6.9223684210526315,0
"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,18-05-2016 07:57,5,7,green,1,744,us,0,1.352,21.0,mww,16.0,0.4261,-79.7899,"Muisne, Ecuador",South America,Ecuador,-0.5415758837261526,-0.4365005835565322,1,6.9223684210526315,0
"M 7.0 - 3 km NW of Norsup, Vanuatu",7.0,28-04-2016 19:33,7,7,green,1,755,us,0,0.616,14.0,mww,24.0,-16.0429,167.379,"Norsup, Vanuatu",,Vanuatu,0.13223458679864272,-0.37818698811941154,5,6.913736263736263,0
"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,16-04-2016 23:58,9,9,orange,1,1163,us,0,1.44,15.0,mww,20.59,0.3819,-79.9218,"Muisne, Ecuador",South America,Ecuador,1.9290625081980977,-0.4030431581744842,1,6.9223684210526315,1
"M 7.0 - 6 km ESE of Kumamoto, Japan",7.0,15-04-2016 16:25,9,9,red,1,2074,us,0,0.349,32.0,mww,10.0,32.7906,130.754,"Kumamoto, Japan",Asia,Japan,0.13223458679864272,-0.48023578013437274,7,6.983076923076924,2
"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,13-04-2016 13:55,6,6,yellow,0,903,us,0,3.001,14.0,mww,136.0,23.0944,94.8654,"Mawlaik, Myanmar",Asia,Myanmar,-0.09236890337628839,0.4382033480002777,8,7.034831460674158,4
"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,10-04-2016 10:28,6,4,green,0,738,us,0,0.789,17.0,mww,212.0,36.4725,71.1311,"Ashk?sham, Afghanistan",Asia,Afghanistan,-0.7661793739010858,0.992182504652924,0,6.866666666666667,0
"M 6.7 - 104 km W of Sola, Vanuatu",6.7,07-04-2016 03:32,7,5,green,1,692,us,0,6.787,25.0,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",,Vanuatu,-0.5415758837261526,-0.3520187621670036,5,6.913736263736263,0
"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,06-04-2016 06:58,7,6,green,1,691,us,0,6.697,19.0,mww,24.0,-14.0683,166.624,"Sola, Vanuatu",,Vanuatu,-0.5415758837261526,-0.37818698811941154,5,6.913736263736263,0
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,03-04-2016 08:23,7,6,green,1,734,us,0,1.166,25.0,mww,26.0,-14.3235,166.855,"Port-Olry, Vanuatu",,Vanuatu,-0.09236890337628839,-0.3636085892601314,5,6.913736263736263,0
"M 7.8 - southwest of Sumatra, Indonesia",7.8,02-03-2016 12:49,4,3,green,0,948,us,0,7.009,20.0,mww,24.0,-4.9521,94.3299,"Sumatra, Indonesia",,,1.9290625081980977,-0.37818698811941154,8,7.034831460674158,0
"M 7.2 - 80 km S of Mil’kovo, Russia",7.2,30-01-2016 03:25,3,7,green,1,799,us,0,0.958,17.0,mww,177.0,53.9776,158.546,"Mil’kovo, Russia",Asia,Russia,0.581441567148507,0.7370605246155211,7,6.983076923076924,0
"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,24-01-2016 10:30,7,7,green,1,1496,ak,0,0.0,0.0,mw,125.6,59.6204,-153.339,"Pedro Bay, Alaska",North America,United States of America,0.35683807697357384,0.3623956739320208,6,6.941860465116279,0
"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,21-01-2016 18:06,3,4,green,1,673,us,0,2.413,74.0,mww,10.0,18.8239,-106.934,"La Cruz de Loreto, Mexico",,,-0.7661793739010858,-0.48023578013437274,1,6.9223684210526315,0
"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,14-01-2016 03:25,5,6,green,1,717,us,0,0.281,22.0,mww,46.0,41.9723,142.781,"Shizunai-furukawach?, Japan",Asia,Japan,-0.5415758837261526,-0.21782460066732973,7,6.983076923076924,0
"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,11-01-2016 16:38,3,6,green,1,651,us,0,3.144,22.0,mww,13.0,3.8965,126.862,"Sarangani, Philippines",,Indonesia,-0.9907828640760169,-0.45836818184545247,2,6.878813559322034,0
"M 6.7 - 29 km W of Imph?l, India",6.7,03-01-2016 23:05,8,7,orange,0,1515,us,0,1.794,16.0,mww,55.0,24.8036,93.6505,"Imph?l, India",Asia,India,-0.5415758837261526,-0.152221805800569,8,7.034831460674158,1
"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,17-12-2015 19:49,8,6,green,1,765,us,0,0.41,35.0,mww,85.0,15.8015,-93.633,"Manuel Ávila Camacho (Ponte Duro), Mexico",,Mexico,-0.7661793739010858,0.06645417708863349,1,6.9223684210526315,0
"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,09-12-2015 10:21,8,5,green,0,738,us,0,2.979,14.0,mww,21.0,-4.1064,129.508,"Amahai, Indonesia",,Indonesia,-0.09236890337628839,-0.4000545864083318,2,6.878813559322034,0
"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,07-12-2015 07:50,4,7,green,0,827,us,0,1.116,18.0,mww,22.0,38.2107,72.7797,"Murghob, Tajikistan",Asia,Tajikistan,0.581441567148507,-0.39276538697869173,0,6.866666666666667,0
"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,26-11-2015 05:45,2,3,green,0,691,us,0,2.033,19.0,mww,602.75,-9.1825,-71.2574,"Tarauacá, Brazil",South America,Brazil,-0.5415758837261526,3.840437181784786,4,6.97625,0
"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,24-11-2015 22:50,5,4,green,0,896,us,0,2.852,10.0,mww,620.56,-10.0598,-71.0184,"Iñapari, Peru",South America,Peru,1.4798555278482335,3.9702578236266755,4,6.97625,0
"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,24-11-2015 22:45,6,5,green,1,957,us,0,3.287,10.0,mww,606.21,-10.5372,-70.9437,"Iñapari, Peru",South America,Peru,1.4798555278482335,3.865657811811341,4,6.97625,0
"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,18-11-2015 18:31,5,6,green,1,715,us,0,1.599,19.0,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",,Solomon Islands,-0.31697239355122153,-0.4613567536116049,5,6.913736263736263,0
"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,17-11-2015 07:10,7,7,orange,0,1018,us,0,0.0,0.0,mww,11.0,38.67,20.6,"Lefkáda, Greece",Europe,Greece,-0.9907828640760169,-0.4729465807047326,0,6.866666666666667,1
"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,13-11-2015 20:51,5,4,green,0,702,us,0,1.444,17.0,mww,12.0,31.0009,128.873,"Makurazaki, Japan",,,-0.5415758837261526,-0.46565738127509254,7,6.983076923076924,0
"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,11-11-2015 02:46,5,6,green,0,744,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,"Coquimbo, Chile",,,-0.09236890337628839,-0.48023578013437274,4,6.97625,0
"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,11-11-2015 01:54,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,"Coquimbo, Chile",,,-0.09236890337628839,-0.46565738127509254,4,6.97625,0
"M 6.6 - Nicobar Islands, India region",6.6,08-11-2015 16:47,7,4,green,0,675,us,0,2.792,31.0,mww,10.0,6.8431,94.648,"Nicobar Islands, India region",,,-0.7661793739010858,-0.48023578013437274,8,7.034831460674158,0
"M 6.8 - 39 km SW of Ovalle, Chile",6.8,07-11-2015 07:31,7,7,green,1,841,us,0,0.258,41.0,mww,46.0,-30.8796,-71.4519,"Ovalle, Chile",South America,Chile,-0.31697239355122153,-0.21782460066732973,4,6.97625,0
"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,04-11-2015 03:44,5,7,green,0,657,us,0,1.53,21.0,mww,20.0,-8.3381,124.875,"Maubara, Timor Leste",,Indonesia,-0.9907828640760169,-0.4073437858379719,2,6.878813559322034,0
"M 7.5 - Hindu Kush region, Afghanistan",7.5,26-10-2015 09:09,8,7,orange,0,1448,us,0,0.622,18.0,mww,231.0,36.5244,70.3676,"Hindu Kush region, Afghanistan",Asia,Afghanistan,1.2552520376733023,1.1306772938160856,0,6.866666666666667,1
"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,20-10-2015 21:52,6,6,green,1,780,us,0,0.592,11.0,mww,135.0,-14.8595,167.303,"Port-Olry, Vanuatu",,Vanuatu,0.35683807697357384,0.43091414857063765,5,6.913736263736263,0
"M 6.6 - 28 km N of Sorong, Indonesia",6.6,24-09-2015 15:53,7,7,green,0,671,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,"Sorong, Indonesia",,Indonesia,-0.7661793739010858,-0.42192218469725207,2,6.878813559322034,0
"M 6.6 - 22 km WSW of Illapel, Chile",6.6,21-09-2015 17:40,5,7,green,1,820,us,0,1.064,14.0,mww,35.0,-31.7275,-71.3792,"Illapel, Chile",South America,Chile,-0.7661793739010858,-0.29800579439337066,4,6.97625,0
"M 6.7 - 61 km WNW of Illapel, Chile",6.7,17-09-2015 04:10,5,7,green,0,718,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,"Illapel, Chile",,Chile,-0.5415758837261526,-0.38547618754905166,4,6.97625,0
"M 6.5 - 54 km WNW of Illapel, Chile",6.5,17-09-2015 03:55,6,7,green,0,657,us,0,0.749,62.0,mww,27.0,-31.4244,-71.6876,"Illapel, Chile",,Chile,-0.9907828640760169,-0.35631938983049133,4,6.97625,0
"M 7.0 - 25 km WNW of Illapel, Chile",7.0,16-09-2015 23:18,8,7,green,0,799,us,0,0.903,13.0,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",South America,Chile,0.13223458679864272,-0.34604161863469884,4,6.97625,0
"M 8.3 - 48 km W of Illapel, Chile",8.3,16-09-2015 22:54,9,8,orange,1,1960,us,0,0.684,19.0,mww,22.44,-31.5729,-71.6744,"Illapel, Chile",,Chile,3.0520799590727594,-0.3895581392296501,4,6.97625,1
"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,13-09-2015 08:14,5,5,green,1,708,us,0,1.256,123.0,mww,10.0,24.913,-109.623,"Topolobampo, Mexico",,,-0.5415758837261526,-0.48023578013437274,1,6.9223684210526315,0
"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,12-08-2015 18:49,0,5,green,1,650,us,0,2.045,16.0,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",,,-0.9907828640760169,-0.5062582220981877,5,6.913736263736263,0
"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,10-08-2015 04:12,3,5,green,1,671,us,0,1.872,20.0,mww,22.0,-9.3438,158.053,"Malango, Solomon Islands",,,-0.7661793739010858,-0.39276538697869173,5,6.913736263736263,0
"M 7.0 - 234 km W of Abepura, Indonesia",7.0,27-07-2015 21:41,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,"Abepura, Indonesia",,Indonesia,0.13223458679864272,-0.20324620180804956,2,6.878813559322034,0
"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,27-07-2015 04:49,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",,,-0.09236890337628839,-0.34174099097121113,6,6.941860465116279,0
"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,18-07-2015 02:27,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,"Lata, Solomon Islands",,,0.13223458679864272,-0.4729465807047326,5,6.913736263736263,0
"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,16-07-2015 15:16,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,"Bathsheba, Barbados",,,-0.9907828640760169,-0.4073437858379719,1,6.9223684210526315,0
"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,10-07-2015 04:12,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.307,158.403,"Malango, Solomon Islands",,Solomon Islands,-0.5415758837261526,-0.46565738127509254,5,6.913736263736263,0
"M 6.5 - Bonin Islands, Japan region",6.5,23-06-2015 12:18,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.7375,139.725,"Bonin Islands, Japan region",,,-0.9907828640760169,2.7999039632036644,7,6.983076923076924,0
"M 7.8 - Bonin Islands, Japan region",7.8,30-05-2015 11:23,6,3,green,1,1151,us,0,1.675,12.0,mww,664.0,27.8386,140.493,"Bonin Islands, Japan region",,,1.9290625081980977,4.286900646850241,7,6.983076923076924,0
"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,29-05-2015 07:00,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",,,-0.31697239355122153,-0.023931895838903573,6,6.941860465116279,0
"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,22-05-2015 23:59,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,"Kirakira, Solomon Islands",,,-0.31697239355122153,-0.48023578013437274,5,6.913736263736263,0
"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,22-05-2015 21:45,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",,,-0.09236890337628839,-0.47156163281310104,5,6.913736263736263,0
"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,20-05-2015 22:48,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,"Lata, Solomon Islands",,,-0.31697239355122153,-0.4729465807047326,5,6.913736263736263,0
"M 6.8 - 32 km SE of ?funato, Japan",6.8,12-05-2015 21:12,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.9056,142.032,"?funato, Japan",Asia,Japan,-0.31697239355122153,-0.29800579439337066,7,6.983076923076924,0
M 7.3 - Nepal,7.3,12-05-2015 07:05,8,7,orange,0,1563,us,0,0.677,11.0,mww,15.0,27.8087,86.0655,Nepal,Asia,Nepal,0.8060450573234381,-0.4437897829861723,8,7.034831460674158,1
"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,07-05-2015 07:10,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,"Panguna, Papua New Guinea",,,0.35683807697357384,-0.48023578013437274,5,6.913736263736263,0
"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,05-05-2015 01:44,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,"Kokopo, Papua New Guinea",,Papua New Guinea,1.2552520376733023,-0.152221805800569,5,6.913736263736263,0
"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,01-05-2015 08:06,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,"Kokopo, Papua New Guinea",,Papua New Guinea,-0.31697239355122153,-0.2324029995266099,5,6.913736263736263,0
"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,30-04-2015 10:45,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.375,151.771,"Kokopo, Papua New Guinea",,Papua New Guinea,-0.5415758837261526,-0.327162592111931,5,6.913736263736263,0
"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,26-04-2015 07:09,7,7,yellow,0,1016,us,0,0.727,13.0,mww,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal,-0.5415758837261526,-0.38613221549771926,8,7.034831460674158,4
"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,25-04-2015 06:45,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal,-0.7661793739010858,-0.48023578013437274,8,7.034831460674158,4
"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,25-04-2015 06:11,8,9,red,0,2820,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal,1.9290625081980977,-0.4932105551191321,8,7.034831460674158,2
"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,17-04-2015 15:52,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,"Alo, Wallis and Futuna",,,-0.9907828640760169,-0.48023578013437274,3,6.9511111111111115,0
"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,30-03-2015 08:48,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,"Hihifo, Tonga",,,-0.9907828640760169,-0.4729465807047326,3,6.9511111111111115,0
"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,29-03-2015 23:48,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,"Kokopo, Papua New Guinea",,Papua New Guinea,1.2552520376733023,-0.25427059781553013,5,6.913736263736263,0
"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,27-02-2015 13:45,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",,Indonesia,0.13223458679864272,3.47094766269633,2,6.878813559322034,0
"M 6.7 - 83 km ENE of Miyako, Japan",6.7,16-02-2015 23:06,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.8558,142.881,"Miyako, Japan",,,-0.5415758837261526,-0.38547618754905166,7,6.983076923076924,0
"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,11-02-2015 18:57,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina,-0.5415758837261526,1.0723636983789648,4,6.97625,0
"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,23-01-2015 03:47,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",,Vanuatu,-0.31697239355122153,1.050204532112859,5,6.913736263736263,0
"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,07-01-2015 05:07,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,"Punta de Burica, Panama",,,-0.9907828640760169,-0.4948141789936529,1,6.9223684210526315,0
